Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-03,33.76853400964564,33.864871819779125,33.61344838533831,33.76618194580078,79942800,0.0,0.0
2017-04-04,33.66045405541542,34.04581617832063,33.64165546582684,34.01762008666992,79565600,0.0,0.0
2017-04-05,33.88837956552509,34.1797523048123,33.79203814542238,33.84138488769531,110871600,0.0,0.0
2017-04-06,33.90481937300187,33.95886664799062,33.70743961393786,33.75678634643555,84596000,0.0,0.0
2017-04-07,33.773243365040116,33.87898229844494,33.66515595239146,33.681602478027344,66688800,0.0,0.0
2017-04-10,33.74269693762292,33.80849020747771,33.57821017752163,33.64165496826172,75733600,0.0,0.0
2017-04-11,33.58760822392638,33.68394964087123,32.910873411874356,33.279788970947266,121517600,0.0,0.0
2017-04-12,33.272734183172346,33.40196862420804,33.13409507176608,33.31972885131836,81400000,0.0,0.0
2017-04-13,33.345581612931355,33.456021072156865,33.14350128173828,33.14350128173828,71291600,0.0,0.0
2017-04-17,33.244542662747406,33.338535607542134,33.10120655921664,33.326786041259766,66328400,0.0,0.0
2017-04-18,33.22809200784151,33.37612505111231,33.15759820437439,33.17874526977539,58790000,0.0,0.0
2017-04-19,33.33853961385984,33.36673570795448,33.00252062221839,33.05656433105469,69313600,0.0,0.0
2017-04-20,33.18344729211234,33.58290741561556,33.16934924788319,33.47011947631836,93278400,0.0,0.0
2017-04-21,33.47011761813897,33.526509791924845,33.33148207696371,33.430171966552734,69283600,0.0,0.0
2017-04-24,33.71919763403785,33.824936561093544,33.644003277176026,33.75209426879883,68537200,0.0,0.0
2017-04-25,33.81553521955033,34.04816011556604,33.80613413327793,33.961219787597656,75486000,0.0,0.0
2017-04-26,33.94711601394686,33.977664160980325,33.69099203094348,33.76148223876953,80164800,0.0,0.0
2017-04-27,33.817874957037446,33.87427070370288,33.674538904876236,33.78732681274414,56985200,0.0,0.0
2017-04-28,33.857830748095424,33.9071774894015,33.66515149712928,33.75444030761719,83441600,0.0,0.0
2017-05-01,34.095155813612955,34.588605241913,34.06225918505962,34.44292068481445,134411600,0.0,0.0
2017-05-02,34.66849463873142,34.7977326671904,34.50401150499426,34.66144561767578,181408800,0.0,0.0
2017-05-03,34.21029343407527,34.656751792233884,33.90012572321004,34.55570983886719,182788000,0.0,0.0
2017-05-04,34.42881912411935,34.57450366633239,34.26198393427601,34.43116760253906,93487600,0.0,0.0
2017-05-05,34.48522212561368,35.00687133575667,34.48522212561368,35.002174377441406,109310800,0.0,0.0
2017-05-08,35.0186083687889,36.115950100660235,35.0186083687889,35.95381546020508,195009600,0.0,0.0
2017-05-09,36.15590143317942,36.393230442676526,36.05721154638936,36.18410110473633,156521600,0.0,0.0
2017-05-10,36.09950952131357,36.172351801222206,35.742343557880865,36.01256561279297,103222800,0.0,0.0
2017-05-11,35.97010007616965,36.35233645868722,35.93706765795342,36.32402038574219,109020400,0.1575,0.0
2017-05-12,36.500982472308664,36.90681140345104,36.493904353763696,36.8313102722168,130108000,0.0,0.0
2017-05-15,36.810066164022444,36.96107200151615,36.58355920791347,36.73692321777344,104038800,0.0,0.0
2017-05-16,36.79355828924372,36.82187076371814,36.50570279787449,36.68266296386719,80194000,0.0,0.0
2017-05-17,36.241442787859235,36.470311553141535,35.32360955398722,35.451019287109375,203070800,0.0,0.0
2017-05-18,35.69167173426439,36.18007971473074,35.65863932785731,35.9913215637207,134272800,0.0,0.0
2017-05-19,36.189529837830555,36.331095790930156,36.01256969625858,36.1140251159668,107843200,0.0,0.0
2017-05-22,36.33580848937201,36.4726580702596,36.078627332308955,36.33345031738281,91865600,0.0,0.0
2017-05-23,36.548163167203725,36.548163167203725,36.17300856499427,36.28862380981445,79675600,0.0,0.0
2017-05-24,36.29806146471829,36.37592435494342,36.022004090427224,36.18008804321289,76712000,0.0,0.0
2017-05-25,36.27211284449138,36.41840235823101,36.1069507485889,36.305145263671875,76942400,0.0,0.0
2017-05-26,36.335812609237024,36.39244114576168,36.173008716958755,36.24379348754883,87710400,0.0,0.0
2017-05-30,36.198955503162914,36.437260461106746,36.17772115646997,36.25794219970703,80507600,0.0,0.0
2017-05-31,36.32873686678387,36.37592551684068,35.95358223847689,36.04323959350586,97804800,0.0,0.0
2017-06-01,36.13998344104726,36.17773580618577,35.915834623465834,36.14234161376953,65616400,0.0,0.0
2017-06-02,36.236717103257725,36.67793655395508,36.07391320319461,36.67793655395508,111082800,0.0,0.0
2017-06-05,36.41602921576684,36.441983508467125,36.2083984744271,36.31929016113281,101326800,0.0,0.0
2017-06-06,36.312218412424386,36.76287775548905,36.28390594279123,36.44198989868164,106499600,0.0,0.0
2017-06-07,36.57647458120923,36.80298149700785,36.44906129084281,36.659053802490234,84278400,0.0,0.0
2017-06-08,36.63075330977093,36.699176321209386,36.43019702062645,36.56940841674805,85003200,0.0,0.0
2017-06-09,36.616595006624955,36.616595006624955,34.45296265994374,35.151363372802734,259530800,0.0,0.0
2017-06-12,34.38689846505539,34.469477710202156,33.62478747533755,34.31139373779297,289229200,0.0,0.0
